PhraseID	Column	Old	New
1999	中文	请问在哪里办理入住手续？	请问在哪里办理值机手续？
2000	中文	我在哪里上车？	我在哪里登机？
2061	中文	我办理入住时没有收到行李牌。	我办理值机时没有收到行李牌。
2088	日本語	こちらが私の宣言です。	こちらが私の申告書です。
2088	中文	这是我的声明。	这是我的申报单。
2088	한국어	여기에 제 선언문을 제출합니다.	여기 제 신고서입니다.
2157	한국어	터키어로 번역해 드릴까요?	터키어로 번역해 주시겠어요?
2197	日本語	照明はどこですか？	ヘッドライトはどこで点けますか？
2197	中文	灯在哪里？	车灯怎么打开？
2197	한국어	조명은 어디에 있나요?	전조등은 어디에서 켜나요?
2214	日本語	指標はどこにありますか？	ウインカーはどこで点けますか？
2214	中文	指标在哪里？	转向灯怎么打开？
2214	한국어	지표는 어디에 있나요?	방향지시등은 어디에서 켜나요?
2221	日本語	もう少し細かいお金はありますか？	もう少し小さい車はありますか？
2221	中文	你有零钱吗？	你们有更小一点的车吗？
2221	한국어	더 작은 거 있으신가요?	더 작은 차가 있나요?
2357	日本語	ゆっくりして	速度を落としてください
2386	中文	门票多少钱？	车票多少钱？
2448	中文	请问候诊室在哪里？	请问候车室在哪里？
2464	日本語	それに10ポンド賭けたいです。	そのカードに10ポンドチャージしたいです。
2464	中文	我想押10英镑。	我想往卡里充10英镑。
2464	한국어	거기에 10파운드를 걸고 싶어요.	그 카드에 10파운드를 충전하고 싶어요.
2486	한국어	저는 전자 항공권을 가지고 있어요.	저는 전자 티켓을 가지고 있어요.
2521	日本語	今お時間ありますか？	空車ですか？
2521	中文	你有空吗？	空车吗？
2521	한국어	시간 괜찮으세요?	빈차인가요?
2528	日本語	ただいま配送中です。	車は向かっています。
2534	日本語	こちらがアドバイスです。	こちらがチップです。
2572	中文	我可以预订一个小木屋吗？	我可以预订一间客舱吗？
2574	中文	我们什么时候登机？	我们什么时候登船？
2590	中文	你晕车吗？	你会晕船吗？
2590	한국어	차 멀미를 하시나요?	배멀미를 하시나요?
2596	中文	我需要几点办理入住手续？	我需要几点办理登船手续？
2714	日本語	お手を触れないでください	起こさないでください
2781	日本語	いいえ、まだしていません。	いいえ、使っていません。
2781	中文	没有，我们还没有。	没有，我们没有使用。
2781	한국어	아니요, 아직 하지 않았어요.	아니요, 이용하지 않았어요.
2860	中文	有菜吗？	有餐具吗？
2911	中文	要不要叫个外卖？	我们要不要点外带？
2952	中文	要常温水还是气泡水？	要无气水还是气泡水？
2954	日本語	お水を一杯お願いします。	炭酸なしの水をお願いします。
2954	中文	请给我一杯矿泉水。	请给我一杯不含气的水。
2971	中文	没有其他问题，谢谢。	不用了，谢谢。
2972	日本語	ご用件をお伺いしておりますか？	どなたか対応していますか？
2972	한국어	도움을 드릴까요?	이미 응대받고 계신가요?
2973	한국어	저는 이미 주문을 받았어요, 감사합니다.	저는 이미 응대받고 있어요, 감사합니다.
3114	日本語	すべてそろっています。	まとめてお願いします。
3114	中文	全都在一起。	一起结账。
3136	日本語	これは寒すぎます。	これは冷たすぎます。
3136	한국어	이거 너무 추워요.	이거 너무 차가워요.
3137	日本語	暑すぎる。	これは熱すぎます。
3137	한국어	너무 더워요.	너무 뜨거워요.
3139	日本語	これは難しすぎます。	これは硬すぎます。
3139	中文	这太难了。	这太硬了。
3139	한국어	이건 너무 힘들어요.	이건 너무 질겨요.
3207	한국어	혹시 드실 것도 있으신가요?	혹시 먹을 것도 있나요?
3235	中文	他们想要一些猪排。	他们想要一些猪肋排。
3258	日本語	彼は梅が好きではありません。	彼はプラムが好きではありません。
3349	中文	我要一份煎蛋。	我要一份煎蛋卷。
3433	한국어	이것을 한번 시도해 보세요.	이걸 한번 입어 보세요.
3439	中文	这里太挤了。	这件这里太紧了。
3439	한국어	여기가 너무 비좁아요.	여기가 너무 꽉 껴요.
3519	日本語	矯正器具はつけていますか？	サスペンダーはありますか？
3519	中文	你戴牙套了吗？	有背带吗？
3519	한국어	치아 교정기 하고 계신가요?	멜빵이 있나요?
3638	한국어	또 다른 궁금한 점 있으신가요?	다른 필요한 것이 있으신가요?
3672	中文	你有哪些带有筛选功能的品牌？	你们有哪些带过滤嘴的品牌？
3672	한국어	필터로 선택할 수 있는 브랜드에는 어떤 것이 있나요?	필터가 있는 담배는 어떤 브랜드가 있나요?
3678	中文	请给我来一斤四分之一。	请给我来250克。
3690	한국어	운동장이 필요해요.	공책이 필요해요.
3849	中文	这是在演戏吗？	这是戏剧吗？
3851	日本語	景色が好きです。	舞台装置が気に入っています。
3851	中文	我喜欢这里的风景。	我喜欢这些舞台布景。
3851	한국어	저는 그 풍경이 마음에 들어요.	저는 그 무대 장치가 마음에 들어요.
3890	日本語	その舞台はいつまで上演されていますか？	その公演は何時に終わりますか？
3890	中文	这部戏演到什么时候？	这场演出到几点结束？
3890	한국어	연극은 언제까지 공연하나요?	공연은 몇 시에 끝나나요?
3995	中文	这个油箱能用多久？	这个氧气瓶能用多久？
4125	中文	它超过两公里长。	距离超过两公里。
4125	한국어	2킬로미터보다 더 깁니다.	2킬로미터 넘게 떨어져 있어요.
4148	日本語	水平器を置ける場所はありますか？	もっと平らな場所はありますか？
4148	한국어	수평을 맞출 수 있는 자리가 있나요?	좀 더 평평한 자리가 있나요?
4164	中文	谁在表演？	谁在比赛？
4195	日本語	彼は梅の木を持っています。	彼はプラムの木を持っています。
4318	中文	我想找一套房子出租。	我想找一套房子来租。
4335	日本語	私はワンルームのアパートだけで十分です。	私は1ベッドルームのアパートが必要です。
4376	日本語	手短にお願いします。	もう少し短く切ってください。
4376	中文	请简明扼要。	请再剪短一点。
4376	한국어	간단하게 말씀해 주세요.	좀 더 짧게 잘라 주세요.
4377	日本語	完全に剃られている	完全に丸刈りにしてください。
4377	中文	全身剃光	请全部剃光。
4377	한국어	완전히 면도했어요.	완전히 삭발해 주세요.
4381	日本語	今、私のことが見えますか？	今、施術していただけますか？
4381	中文	你现在能看到我了吗？	你现在能给我做吗？
4381	한국어	지금 저를 볼 수 있나요?	지금 시술해 주실 수 있나요?
4411	日本語	何かトッピングはいかがですか？	何かおつけしますか？
4411	中文	需要加点什么吗？	您要加点什么吗？
4411	한국어	위에 뭐 얹어드릴까요?	뭔가 발라드릴까요?
4470	日本語	巻き上げ機が壊れています。	リューズが壊れています。
4470	中文	卷绕机坏了。	表冠坏了。
4470	한국어	윈더가 고장 났어요.	용두가 고장 났어요.
4523	한국어	언제 기분이 나빴나요?	언제부터 몸이 안 좋으셨어요?
4671	日本語	王冠が壊れた。	歯のクラウンが壊れました。
4671	한국어	왕관이 부러졌어요.	크라운이 부러졌어요.
4753	中文	无需处方即可服用。	无需处方即可购买。
4753	한국어	처방전 없이 복용할 수 있습니다.	처방전 없이 구입할 수 있습니다.
4776	한국어	입술이 트셨나요? 사용할 만한 제품이 있을까요?	입술이 텄을 때 쓸 수 있는 게 있나요?
5113	한국어	저는 날씨가 좋아요.	저는 이런 날씨를 좋아해요.
4978	한국어	이 내용을 여러분과 논의할 수 있기를 기대합니다.	이 내용을 함께 논의할 수 있기를 기대합니다.
5097	日本語	凍っている。	路面が凍って滑りやすいです。
5097	中文	地面结冰了。	路面结冰而且很滑。
5097	한국어	얼음이 얼었어요.	길이 얼어서 미끄러워요.
5117	日本語	雷が鳴っています。	稲妻が光っています。
5117	中文	正在打雷。	正在打闪。
5097	English	It's icy.	It's icy and slippery.
5118	English	It's stormy.	A thunderstorm is approaching.
5118	日本語	嵐になっています。	雷雨が近づいています。
5118	中文	外面有暴风雨。	雷暴正在逼近。
5118	한국어	폭풍이 몰아치고 있어요.	천둥번개를 동반한 폭풍우가 다가오고 있어요.
5145	English	I wonder if there will be a storm.	I wonder if there will be a thunderstorm.
5145	日本語	嵐が来るのかな。	雷雨になるのかな。
5145	中文	不知道会不会有暴风雨。	不知道会不会有雷暴。
5145	한국어	폭풍이 올지 궁금해요.	천둥번개를 동반한 폭풍우가 올지 궁금해요.
322	中文	不行。	不是。
324	한국어	네?	뭐요?
362	日本語	本当に大丈夫ですか？	確かですか？
392	中文	恭喜你喜得贵子。	恭喜你喜获新生宝宝。
387	한국어	어버이날 축하드려요!	어머니의 날 축하드려요!
598	한국어	길을 잃은 것 같아요.	혼란스럽고 막막해요.
965	日本語	あなたのお兄さんはあなたより年上ですか？	あなたの兄弟はあなたより年上ですか？
965	中文	你哥哥比你大吗？	你兄弟比你年长吗？
1235	日本語	あなたのことが好きです。	あなたに恋しています。
1431	日本語	図書館の利用カードはどのように記入すればよいですか。	図書館の申込書はどのように記入すればよいですか。
1431	中文	我该如何填写借书证？	我该如何填写图书馆申请表？
1431	한국어	도서관 이용 카드는 어떻게 작성하면 되나요?	도서관 신청서는 어떻게 작성하면 되나요?
1467	日本語	まだ直さなければならないことがたくさんあります。	まだ復習しなければならないことがたくさんあります。
1467	한국어	아직 수정해야 할 부분이 많이 남아 있어요.	아직 복습해야 할 것이 많이 있어요.
1509	日本語	676869	六十七、六十八、六十九。
1235	日本語	あなたに恋しています。	あなたに恋しました。
1693	日本語	ケンブリッジに行きました。	ケンブリッジで学びました。
1693	中文	我去过剑桥。	我曾在剑桥学习。
1711	中文	我们需要进行背景调查。	我们需要获取推荐信。
2084	日本語	入場拒否	入国拒否
2550	日本語	ロックフェラーセンターに行ってきます。	ロックフェラーセンターに行きます。
2999	中文	我是素食主义者。	我是纯素食者。
3722	日本語	「ロミオとジュリエット」のコピーをいただけますか。	「ロミオとジュリエット」を一冊ください。
3722	中文	请给我一份《罗密欧与朱丽叶》。	请给我一本《罗密欧与朱丽叶》。
3722	한국어	"로미오와 줄리엣" 사본 한 부 주세요.	"로미오와 줄리엣" 한 권 주세요.
3952	日本語	今夜は何があるの？	今夜は誰が出演しますか？
3952	中文	今晚有什么安排？	今晚是谁演出？
3952	한국어	오늘 밤에는 뭐가 있나요?	오늘 밤에는 누가 공연하나요?
4343	日本語	どのような宿泊先をお探しですか？	どのような住まいをお探しですか？
4343	中文	您在寻找哪种类型的住宿？	您在寻找哪种类型的住房？
4343	한국어	어떤 종류의 숙소를 찾고 계신가요?	어떤 종류의 주거지를 찾고 계신가요?
4345	中文	您是在找带家具的还是不带家具的住宿？	您是在找带家具的还是不带家具的住房？
4345	한국어	가구가 갖춰진 숙소를 원하시나요, 아니면 가구가 없는 숙소를 원하시나요?	가구가 갖춰진 주거지를 원하시나요, 아니면 가구가 없는 주거지를 원하시나요?
4378	中文	你有分发线吗？	你有发缝吗？
4395	日本語	暑いですか？	熱いですか？
4395	한국어	덥나요?	뜨거운가요?
4412	中文	好的，请给我一些发胶。	好的，请给我一些发胶喷雾。
4472	中文	你能修好这只钟吗？	你能修好这块手表吗？
4546	中文	我按这里的时候会疼吗？	我摸这里的时候会疼吗？
4615	한국어	다리에 근육이 뭉친 것 같아요.	다리 근육을 삔 것 같아요.
4762	日本語	アスピリンを1本いただけますか。	アスピリンを1箱いただけますか。
4762	中文	我想要一瓶阿司匹林。	我想要一盒阿司匹林。
4762	한국어	아스피린 한 병 주세요.	아스피린 한 팩 주세요.
4802	日本語	どのネットワークに接続していますか？	どの携帯会社を使っていますか？
4802	中文	你现在连接的是哪个网络？	你用的是哪家手机运营商？
4802	한국어	어느 네트워크에 연결되어 있나요?	어느 이동통신사를 사용하시나요?
287	한국어	죄송하지만, 이번이 마지막입니다.	죄송하지만, 이게 마지막이에요.
456	日本語	中国語で話してください。	標準中国語（マンダリン）で話してください。
456	中文	请用中文和我交流。	请用普通话和我交流。
456	한국어	저와 중국어로 대화해 주세요.	저와 표준 중국어(만다린)로 대화해 주세요.
582	한국어	당신이 싫어요.	당신을 미워해요.
630	中文	请帮我把门打开。	请帮我把门扶着开着。
661	日本語	違います。	あなたは間違っています。
803	한국어	제 차에 도난이 발생했어요.	제 차에 누가 침입했어요.
821	한국어	분실물 보관함을 확인해 보세요.	분실물 보관소를 확인해 보세요.
827	한국어	분실물 보관함을 확인해 보셨나요?	분실물 보관소를 확인해 보셨나요?
877	中文	我可以为你介绍一下我的未婚夫（妻）吗？	我可以向你介绍一下我的未婚夫吗？
1025	日本語	とても優しいですね。	とても魅力的ですね。
1025	中文	你人真好。	你非常有魅力。
1025	한국어	당신은 정말 친절하시네요.	당신은 정말 매력적이네요.
1102	日本語	ピザは本当に苦手です。	ピザが本当に嫌いです。
1235	中文	我爱你。	我爱上你了。
1235	한국어	당신을 사랑하고 있어요.	당신에게 반했어요.
1325	日本語	定規を取ってください。	定規をください。
1325	한국어	자 주세요.	자를 주세요.
1381	日本語	私は文学部の学生です。	私は芸術学部の学生です。
1381	中文	我是文学院的学生。	我是艺术学院的学生。
1540	한국어	어느 곳에서 일하시나요?	어느 기관에서 일하시나요?
1738	中文	非常感谢您的好意。	非常感谢您的提议。
1790	한국어	여기서 해변까지 얼마나 걸리나요?	여기서 해변까지 거리가 얼마나 되나요?
2638	한국어	이틀 동안입니다.	2박입니다.
2653	한국어	이틀 동안 머물 예정이에요.	2박 머물 예정이에요.
2738	한국어	이것들을 깨끗이 청소해 주세요.	이것들을 세탁해 주세요.
2812	日本語	鍵が壊れています。	ドアの錠が壊れています。
2860	한국어	설거지할 그릇이 있나요?	식기류가 있나요?
2945	中文	我可以请你喝一杯吗？	要给您来点饮料吗？
3197	한국어	두 잔으로 해 주세요.	더블로 해 주세요.
3337	한국어	그는 콩국을 좋아해요.	그는 콩 수프를 좋아해요.
3363	日本語	朝食にパンを食べますか？	朝食に甘い菓子パンを食べますか？
3363	中文	你早餐会吃包子吗？	你早餐会吃甜面包吗？
3539	한국어	다른 예시도 보여주세요.	다른 것 하나 보여주세요.
3617	한국어	그 무늬의 식기류가 있나요?	그 무늬의 은 식기류가 있나요?
3671	日本語	そのチョコレートには何が入っているの？	そのチョコレート菓子には何が入っていますか？
3671	中文	那块巧克力里有什么？	那些巧克力糖果里有什么？
3671	한국어	그 초콜릿에는 뭐가 들어 있나요?	그 초콜릿 사탕에는 뭐가 들어 있나요?
4255	한국어	다른 서비스인가요?	다른 서비스를 선택하시겠어요?
4347	日本語	新しい物件と昔ながらの物件、どちらをご希望ですか？	新築物件と中古物件、どちらをご希望ですか？
4347	中文	你想要现代的房子还是老式的房子？	你想要新房还是二手房？
4347	한국어	현대적인 집을 원하시나요, 아니면 오래된 집을 원하시나요?	신축 부동산을 원하시나요, 아니면 중고 매물을 원하시나요?
283	한국어	당신이 화가 난 걸 알아요.	당신이 속상해하는 걸 알아요.
986	한국어	이 사람은 제 남동생이에요.	이 사람은 제 형제예요.
1059	한국어	제 남동생도 매우 용감해요.	제 형제도 매우 용감해요.
1104	한국어	저는 등산이 즐겁다고 생각하지 않아요.	저는 걷는 것이 즐겁다고 생각하지 않아요.
2224	日本語	ワイパーはどこにありますか？	ワイパーはどこで作動させますか？
2224	中文	雨刷在哪里？	雨刷怎么打开？
2224	한국어	와이퍼는 어디에 있나요?	와이퍼는 어디에서 켜나요?
2320	日本語	車がエンジンをかけても動きません。	車のエンジンがかかりません。
