row	esperanto	column	token	start	end	context	current
1977	ŝtato	Japanese_Trans	regno	33	38	see_also	{Ｂ}（国民を統治する政治機構としての）国家, 国, 政府, >>regno; （米国やブラジルなどで）=sub〜（州）
1977	ŝtato	Japanese_Trans	sub	53	56	equal	{Ｂ}（国民を統治する政治機構としての）国家, 国, 政府, >>regno; （米国やブラジルなどで）=sub〜（州）
1981	ŝtopi	Japanese_Trans	fliki	92	97	see_also	{Ｂ}［他］（穴・隙間などを）ふさぐ, 栓をする, 詰め物をする, 埋める; ふさいで邪魔をする, 閉鎖する; 詰めこむ, いっぱいにする; （布や編み物の穴を）繕う, かがる, >>fliki
2018	abstrakta	Japanese_Trans	konkreta	11	19	antonym	{Ｏ}抽象的な, ><konkreta; 観念的な; 【美】抽象派の
2022	akuŝi	Japanese_Trans	naski	20	25	see_also	{Ｏ}［他］出産する, 分娩する, >>naski
2028	antarkta	Japanese_Trans	arkta	26	31	antonym	{Ｂ}【地理】南極の, =sudpolusa, ><arkta
2044	banala	Japanese_Trans	vulgara	29	36	see_also	{Ｏ}平凡な, ありふれた, >>triviala, >>vulgara
2054	buso	Japanese_Trans	aŭto	18	22	equal	{Ｂ}【車】バス（乗合自動車）, =aŭto〜 / 【情】バス
2058	damaĝi	Japanese_Trans	difekti	24	31	see_also	{Ｂ}［他］損害を与える, 損傷を与える, >>difekti, >>domaĝi
2058	damaĝi	Japanese_Trans	domaĝi	35	41	see_also	{Ｂ}［他］損害を与える, 損傷を与える, >>difekti, >>domaĝi
2070	distrikto	Japanese_Trans	gubernio	21	29	see_also	{Ｏ}【政】行政区, 地区, 地方, >>gubernio, >>provinco, >>departemento, >>kantono, >>kvartalo
2070	distrikto	Japanese_Trans	provinco	33	41	see_also	{Ｏ}【政】行政区, 地区, 地方, >>gubernio, >>provinco, >>departemento, >>kantono, >>kvartalo
2070	distrikto	Japanese_Trans	kvartalo	72	80	see_also	{Ｏ}【政】行政区, 地区, 地方, >>gubernio, >>provinco, >>departemento, >>kantono, >>kvartalo
2076	ekskluziva	Japanese_Trans	inkluziva	37	46	antonym	{Ｏ}排他的な, 独占的な; （～を）除いた, （～と）相いれない, ><inkluziva
2079	ekzemplero	Japanese_Trans	specimeno	38	47	see_also	{Ｏ}（本や新聞などの）一冊, 一部; （同種の生物の）個体, 標本, >>specimeno
2120	gambo	Japanese_Trans	kruro	16	21	see_also	{Ｂ}【解】下肢, 脚部, >>kruro
2125	gimnazio	Japanese_Trans	liceo	27	32	see_also	{Ｏ}ギムナジウム（大学進学のための中等学校）, >>liceo
2137	horizontala	Japanese_Trans	vertikala	14	23	see_also	{Ｂ}水平の, 横の, >>vertikala
2138	humuro	Japanese_Trans	humoro	57	63	equal	{Ｂ}ユーモア（感覚）, こっけい, おかしみ, 諧謔（かいぎゃく）, >>ŝerco, >>sprito（気分=humoroと区別）
2157	k.t.p.	Japanese_Trans	kaj	7	10	equal	{Ｏ}［略］=kaj tiel plu, ～など
2157	k.t.p.	Japanese_Trans	tiel	11	15	plain	{Ｏ}［略］=kaj tiel plu, ～など
2157	k.t.p.	Japanese_Trans	plu	16	19	plain	{Ｏ}［略］=kaj tiel plu, ～など
2178	kokso	Japanese_Trans	lumbo	26	31	see_also	{Ｏ}【解】腰（左または右に張り出した部分）, >>lumbo, >>talio
2178	kokso	Japanese_Trans	talio	35	40	see_also	{Ｏ}【解】腰（左または右に張り出した部分）, >>lumbo, >>talio
2179	kolbaso	Japanese_Trans	ŝinko	15	20	see_also	{Ｏ}【料】ソーセージ, >>ŝinko; 【建】（火薬を詰めた）導火嚢（どうかのう）
2183	komentarii	Japanese_Trans	komenti	21	28	equal	{Ｏ}［他］注釈をつける, 注解する; =komenti（論評する）
2197	konsonanto	Japanese_Trans	vokalo	12	18	see_also	{Ｏ}【声】子音, >>vokalo
2219	lumbo	Japanese_Trans	kokso	22	27	see_also	{Ｏ}【解】腰, 腰部（背中の下部）, >>kokso, >>talio
2219	lumbo	Japanese_Trans	talio	31	36	see_also	{Ｏ}【解】腰, 腰部（背中の下部）, >>kokso, >>talio
2225	majusklo	Japanese_Trans	minusklo	13	21	antonym	{Ｏ}【印】大文字, ><minusklo
2235	merkato	Japanese_Trans	bazaro	30	36	see_also	{Ｏ}【経】市場（しじょう）, 販路; 取引, 売買, >>bazaro
2240	minusklo	Japanese_Trans	majusklo	13	21	antonym	{Ｏ}【印】小文字, ><majusklo
2249	negativa	Japanese_Trans	pasiva	43	49	see_also	{Ｏ}消極的な; 否定的な; 【電】陰の; 【理】負の, Ｓ極の; 【数】負の; >>pasiva, ><pozitiva
2249	negativa	Japanese_Trans	pozitiva	53	61	antonym	{Ｏ}消極的な; 否定的な; 【電】陰の; 【理】負の, Ｓ極の; 【数】負の; >>pasiva, ><pozitiva
2254	nominativo	Japanese_Trans	akuzativo	16	25	see_also	{Ｏ}【Ｇ】主格, 名格, >>akuzativo
2256	novelo	Japanese_Trans	romano	21	27	see_also	{Ｏ}小説（短編小説）, 中編小説, >>romano
2261	objektiva	Japanese_Trans	subjektiva	16	26	antonym	{Ｏ}客観的な, 実在の, ><subjektiva; 偏りのない, 公正な; 【医】他覚性の; 【理】（レンズが）対物の
2271	parentezo	Japanese_Trans	krampo	31	37	see_also	{Ｏ}（かっこで囲んだ）挿入句; 【印】かっこ（の組）, >>krampo
2284	pozitiva	Japanese_Trans	aktiva	80	86	see_also	{Ｏ}積極的な, 建設的な, 実際的な, 現実的な, 確実な; 肯定的な; 実証的な; 【電】陽の; 【理】正の, Ｎ極の; 【数】正の; 【写】ポジの; >>aktiva, ><negativa
2284	pozitiva	Japanese_Trans	negativa	90	98	antonym	{Ｏ}積極的な, 建設的な, 実際的な, 現実的な, 確実な; 肯定的な; 実証的な; 【電】陽の; 【理】正の, Ｎ極の; 【数】正の; 【写】ポジの; >>aktiva, ><negativa
2286	prefikso	Japanese_Trans	sufikso	13	20	see_also	{Ｏ}【Ｇ】接頭辞, >>sufikso
2297	pseŭdo-	Japanese_Trans	kvazaŭ	38	45	equal	{Ｂ}［接頭辞］（擬似・類似・準を示す）, =kaŝ-, =ŝajn-, =kvazaŭ-
2307	rekompenci	Japanese_Trans	kompensi	38	46	see_also	{Ｂ}［他］報いる, 褒美を与える, お礼をする, >>premii, >>kompensi
2315	satano	Japanese_Trans	diablo	11	17	equal	{Ｏ}【宗】悪魔, =diablo
2317	sfero	Japanese_Trans	globo	14	19	equal	{Ｏ}【数】球, 球面; =globo（球体）; 【史】（天体の）軌道; 《転》領域, 範囲, 圏
2334	stimuli	Japanese_Trans	instigi	25	32	see_also	{Ｏ}［他］激励する, 励ます; 刺激する, >>instigi, >>vigligi, >>sproni
2340	subjektiva	Japanese_Trans	objektiva	17	26	antonym	{Ｏ}主観的な, 個人的な, ><objektiva; 主体的な, =subjekta, >>memstara
2364	totala	Japanese_Trans	kompleta	15	23	see_also	{Ｂ}全体の, 総計の, >>kompleta, >>tuta
2364	totala	Japanese_Trans	tuta	27	31	see_also	{Ｂ}全体の, 総計の, >>kompleta, >>tuta
2367	unio	Japanese_Trans	federacio	26	35	see_also	{Ｏ}【政】同盟, 連合, >>unuiĝo, >>federacio, >>konfederacio
2368	universo	Japanese_Trans	kosmo	30	35	see_also	{Ｏ}宇宙（森羅万象）, 万有, 森羅万象, 全世界, >>kosmo
2369	uragano	Japanese_Trans	tempesto	36	44	see_also	{Ｏ}（旋風性の）大暴風; 【気】颶風（ぐふう）（風力階級12）, >>tempesto, >>ŝtormo; 《転》あらし（嵐）
2369	uragano	Japanese_Trans	ŝtormo	48	54	see_also	{Ｏ}（旋風性の）大暴風; 【気】颶風（ぐふう）（風力階級12）, >>tempesto, >>ŝtormo; 《転》あらし（嵐）
2372	uzino	Japanese_Trans	fabriko	26	33	see_also	{Ｂ}（大規模な）工場, プラント, 大工場; >>fabriko
2379	vertikala	Japanese_Trans	horizontala	30	41	see_also	{Ｂ}【数】【理】鉛直の; （地面に）垂直な, 縦の, >>horizontala
2389	zoo	Japanese_Trans	ĝardeno	14	21	plain	{Ｂ}［略］=〜logia ĝardeno
2400	ŝtormo	Japanese_Trans	tempesto	31	39	see_also	{Ｏ}暴風, あらし; 【気】強風（風力階級７～10）, >>tempesto, >>uragano
2400	ŝtormo	Japanese_Trans	uragano	43	50	see_also	{Ｏ}暴風, あらし; 【気】強風（風力階級７～10）, >>tempesto, >>uragano
